"brokerage_name","apartment_id","latitude","longitude","date_available","bedrooms","beds_count","bathrooms","rent","city","state","area","neighborhood","metro_id","neighborhood_id","sub_neighborhood_id","metro_name","nbhd_name","sub_nbhd_name","source","zip","address","apply_token_url","exclusive_by","mls_id","status","hide_rb_cp","hide_partner_cp","is_featured","match_type","Scrape_Date"
"",2233088,42.3452156,-71.064448,"2018-11-08",0,0,1,3104,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233089,42.3452156,-71.064448,"2018-11-08",0,0,1,3339,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233090,42.3452156,-71.064448,"2018-11-08",0,0,1,3104,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233092,42.3452156,-71.064448,"2018-11-08",0,0,1,3094,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233095,42.3452156,-71.064448,"2018-11-08",0,0,1,3264,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2483725,42.3404481,-71.0677792,"2018-11-08",2,2,2,4780,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",75049,42.3388798,-71.0817974,"2018-11-08",1,1,1,3000,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233135,42.3452156,-71.064448,"2018-11-08",3,3,2,6856,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233136,42.3452156,-71.064448,"2018-11-08",3,3,2,6449,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233137,42.3452156,-71.064448,"2018-11-08",3,3,2,6853,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233138,42.3452156,-71.064448,"2018-11-08",3,3,2,6853,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233139,42.3452156,-71.064448,"2018-11-08",3,3,2,6802,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233140,42.3452156,-71.064448,"2018-11-08",3,3,3,7632,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233144,42.3452156,-71.064448,"2018-11-08",3,3,3,8166,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233146,42.3452156,-71.064448,"2018-11-08",2,2,2,4989,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233149,42.3452156,-71.064448,"2018-11-08",2,2,2,4734,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233150,42.3452156,-71.064448,"2018-11-08",2,2,2,5584,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233153,42.3452156,-71.064448,"2018-11-08",2,2,2,4954,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233154,42.3452156,-71.064448,"2018-11-08",2,2,2,5595,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233155,42.3452156,-71.064448,"2018-11-08",2,2,2,5589,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233156,42.3452156,-71.064448,"2018-11-08",2,2,2,5595,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233162,42.3452156,-71.064448,"2018-11-08",2,2,2,4809,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2556236,42.3363152,-71.0747635,"2018-11-07",0,0,1,2300,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Office","2118","23 Worcester Sq",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233165,42.3452156,-71.064448,"2018-11-08",2,2,2,5439,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233166,42.3452156,-71.064448,"2018-11-08",2,2,2,5029,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233167,42.3452156,-71.064448,"2018-11-08",2,2,2,4809,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233170,42.3452156,-71.064448,"2018-11-08",2,2,2,5439,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233172,42.3452156,-71.064448,"2018-11-08",2,2,2,5394,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2448468,42.3257668,-71.0942646,"2018-10-29",2,2,1.5,2200,"Boston","Massachusetts","Boston - Highland Park","Highland Park",4288,16776,0,"Roxbury","Highland Park",0,"Office","2118","29 Fort Ave",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233175,42.3452156,-71.064448,"2018-11-08",2,2,2,4954,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233177,42.3452156,-71.064448,"2018-11-08",2,2,2,5619,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233181,42.3452156,-71.064448,"2018-11-08",1,1,1,3368,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233184,42.3452156,-71.064448,"2018-11-08",1,1,1,3468,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233186,42.3452156,-71.064448,"2018-11-08",1,1,1,3368,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1460850,42.3404481,-71.0677792,"2018-11-08",2,2,2,4005,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233203,42.3452156,-71.064448,"2018-11-08",1,1,1,4173,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233206,42.3452156,-71.064448,"2018-11-08",1,1,1,4254,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233208,42.3452156,-71.064448,"2018-11-08",1,1,1,4279,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",64900,42.3388798,-71.0817974,"2018-11-08",2,2,1,3900,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233221,42.3452156,-71.064448,"2018-11-08",1,1,1,3738,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1506949,42.344828,-71.0663775,"2018-11-08",1,1,1,2400,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","180 Shawmut Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233225,42.3452156,-71.064448,"2018-11-08",1,1,1,3914,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233228,42.3452156,-71.064448,"2018-11-08",1,1,1,4434,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233230,42.3452156,-71.064448,"2018-11-08",2,2,2,5519,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2563982,42.3404481,-71.0677792,"2018-11-08",1,1,1,3490,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"XAVIER","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233235,42.3452156,-71.064448,"2018-11-08",2,2,2,5619,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233238,42.3452156,-71.064448,"2018-11-08",2,2,2.5,6045,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233239,42.3452156,-71.064448,"2018-11-08",2,2,2,5389,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233245,42.3452156,-71.064448,"2018-11-08",2,2,2,5069,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233249,42.3452156,-71.064448,"2018-11-08",2,2,2,5069,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233254,42.3452156,-71.064448,"2018-11-08",2,2,2,6645,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233256,42.3452156,-71.064448,"2018-11-08",2,2,2,5559,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233260,42.3452156,-71.064448,"2018-11-08",2,2,2,6645,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233263,42.3452156,-71.064448,"2018-11-08",2,2,2,5009,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233265,42.3452156,-71.064448,"2018-11-08",2,2,1.5,5084,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233269,42.3452156,-71.064448,"2018-11-08",1,1,1,3518,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",90297,42.3388798,-71.0817974,"2018-11-08",1,1,1,3100,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233275,42.3452156,-71.064448,"2018-11-08",1,1,1,3868,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2523068,42.3452156,-71.064448,"2018-11-08",2,2,2,5334,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233278,42.3452156,-71.064448,"2018-11-08",1,1,1,3468,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2523070,42.3452156,-71.064448,"2018-11-08",1,1,1,3878,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2515649,42.3388798,-71.0817974,"2018-11-08",1,1,1,2800,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Star Lord","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1562817,42.3404481,-71.0677792,"2018-11-08",2,2,1,3685,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",53188,42.3388798,-71.0817974,"2018-11-08",2,2,1,4000,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",18118,42.3388798,-71.0817974,"2018-11-08",1,1,1,2600,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233034,42.3452156,-71.064448,"2018-11-08",1,1,1,3888,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233039,42.3452156,-71.064448,"2018-11-08",1,1,1,3938,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233050,42.3452156,-71.064448,"2018-11-08",1,1,1,4339,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233054,42.3452156,-71.064448,"2018-11-08",1,1,1,4954,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2415327,42.3452156,-71.064448,"2018-11-08",1,1,1,3889,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2415329,42.3452156,-71.064448,"2018-11-08",1,1,1,3949,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233060,42.3452156,-71.064448,"2018-11-08",1,1,1,3913,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233062,42.3452156,-71.064448,"2018-11-08",1,1,1,3943,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233064,42.3452156,-71.064448,"2018-11-08",1,1,1,3393,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1583082,42.3364957,-71.0864301,"2018-11-08",1,1,1,2250,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","34 Cunard Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233067,42.3452156,-71.064448,"2018-11-08",0,0,1,3224,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233068,42.3452156,-71.064448,"2018-11-08",0,0,1,3439,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233069,42.3452156,-71.064448,"2018-11-08",0,0,1,3399,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",26094,42.3388798,-71.0817974,"2018-11-08",2,2,1,3600,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Office","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233071,42.3452156,-71.064448,"2018-11-08",0,0,1,3239,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233072,42.3452156,-71.064448,"2018-11-08",0,0,1,3029,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233075,42.3452156,-71.064448,"2018-11-08",0,0,1,3209,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233076,42.3452156,-71.064448,"2018-11-08",0,0,1,3184,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233077,42.3452156,-71.064448,"2018-11-08",0,0,1,3184,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233078,42.3452156,-71.064448,"2018-11-08",0,0,1,3184,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233080,42.3452156,-71.064448,"2018-11-08",0,0,1,3339,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233081,42.3452156,-71.064448,"2018-11-08",0,0,1,3114,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1759226,42.3364484,-71.0863798,"2018-11-08",2,2,1,3150,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Star Lord","2118","41 Cunard Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233083,42.3452156,-71.064448,"2018-11-08",0,0,1,3104,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1656315,42.3404481,-71.0677792,"2018-11-08",1,1,1,2900,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233084,42.3452156,-71.064448,"2018-11-08",0,0,1,3339,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233085,42.3452156,-71.064448,"2018-11-08",0,0,1,3114,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2464253,42.3364484,-71.0863798,"2018-11-08",3,3,1,3995,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Star Lord","2118","41 Cunard Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233168,42.3452156,-71.064448,"2018-12-20",2,2,2,5659,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1378415,42.3404481,-71.0677792,"2018-11-16",1,1,1,3280,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233204,42.3452156,-71.064448,"2018-12-29",1,1,1,4118,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2563980,42.3404481,-71.0677792,"2018-12-26",1,1,1,2975,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"XAVIER","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2568588,42.3452156,-71.064448,"2018-12-08",2,2,2,5514,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1261983,42.3404481,-71.0677792,"2018-12-02",1,1,1,3045,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1462195,42.3439898,-71.0650654,"2018-12-01",2,2,1,3400,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","160 East Berkeley Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2592709,42.3388798,-71.0817974,"2018-11-15",1,1,1,3100,"Boston","Massachusetts","Boston - Lower Roxbury","Lower Roxbury",4288,16775,0,"Roxbury","Lower Roxbury",0,"Star Lord","2118","791 Tremont Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2608080,42.3452156,-71.064448,"2019-01-07",1,1,1,3618,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2608081,42.3452156,-71.064448,"2018-11-17",1,1,1,4138,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2608082,42.3452156,-71.064448,"2018-12-29",0,0,1,2874,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",2233074,42.3452156,-71.064448,"2019-01-05",0,0,1,3019,"Boston","Massachusetts","Boston - South End","South End",0,4290,16788,"","South End",16788,"Star Lord","2118","345 Harrison Avenue",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",1656313,42.3404481,-71.0677792,"2018-12-08",2,2,1,3475,"Boston","Massachusetts","Boston - South End","South End",0,4290,16789,"","South End",16789,"Star Lord","2118","50 Malden Street",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
"",971782,42.314563,-71.095342,"2018-11-08",4,4,1,2695,"Boston","Massachusetts","Boston - Washington Park","Washington Park",4288,16773,0,"Roxbury","Washington Park",0,"Star Lord","2119","71 Walnut Park",NA,"",NA,"Active",0,0,FALSE,"exact","08-11-2018"
